가게이름,카테고리,전체평점,평점건수,리뷰수,리뷰작성자,리뷰작성일,작성자리뷰작성수,작성자평균평점,리뷰평점,리뷰내용,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred,store_bigrams,store_unigrams,cluster_id,group_bigrams,group_unigrams
153횟집,일식,3.3,3,0,핾,2025-08-21,2.0,3.0,5.0,사장님이 엄청 친절하시고 종종 서비스도 주십니다 맛있어서 정말 자주 방문해요 똑같은 메뉴만 자주 시키는데 안 질리네요 ,0.585302472114563,2,1,0.125,0.0625,1,1,66,3.0,2.0,0.0,0,0.0,True,,0.0866726713457409,0,"[""초밥 맛있"", ""맛있 새우"", ""새우 맛있""]","[""맛있"", ""초밥"", ""새우"", ""사장"", ""친절"", ""점심"", ""가격"", ""싱싱"", ""아이"", ""국물"", ""인하대"", ""소바""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
153횟집,일식,3.3,3,0,진동,2025-04-26,24.0,3.4,4.0,"1. 주차장은 따로 없고, 길가에 세워야돼요2. 깔끔한 분위기이고, 메뉴판은 따로 없어요. 3. 8개모듬(소) 시켰고, 날마다 구... 더보기",0.6139943599700928,2,1,0.1176470588235294,0.0588235294117647,1,1,79,3.4,24.0,0.0,0,-1.0,False,,0.082764457111377,0,"[""초밥 맛있"", ""맛있 새우"", ""새우 맛있""]","[""맛있"", ""초밥"", ""새우"", ""사장"", ""친절"", ""점심"", ""가격"", ""싱싱"", ""아이"", ""국물"", ""인하대"", ""소바""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
바리바리,한식,5.0,2,0,커피꾼,2021-09-19,94.0,3.3,5.0,인하대학생은 여기만가시오 ,0.6148867607116699,0,0,0.0,0.0,0,0,14,3.3,94.0,0.0,0,-1.0,False,,0.0825554005446185,0,"[""반찬 맛있"", ""밑반찬 맛있""]","[""맛있"", ""인하대"", ""가격"", ""양도"", ""맛나"", ""친절"", ""반찬"", ""인테리어"", ""밑반찬"", ""동네"", ""깔끔"", ""든든""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
바리바리,한식,5.0,2,0,ㅇㄱ,2018-09-05,30.0,3.7,5.0,진정한 집밥 ,0.5,0,0,0.0,0.0,0,0,7,3.7,30.0,0.0,0,-1.0,False,,0.0829030311899076,0,"[""반찬 맛있"", ""밑반찬 맛있""]","[""맛있"", ""인하대"", ""가격"", ""양도"", ""맛나"", ""친절"", ""반찬"", ""인테리어"", ""밑반찬"", ""동네"", ""깔끔"", ""든든""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
후후,한식,3.8,4,33,마타누이,2025-09-16,63.0,4.6,4.0,진짜 오뎅탕 먹으러 여기 갑니다. 소주 한 잔에 오뎅탕 조합. 훌륭합니다. ,0.5054131746292114,0,0,0.0,0.0,0,0,42,4.6,63.0,0.0616162488298779,0,-1.0,False,,0.0847202918127299,0,"[""오뎅 맛있"", ""떡볶이 맛있"", ""국물 맛있""]","[""맛있"", ""오뎅"", ""인하대"", ""분위기"", ""어묵"", ""사장"", ""국물"", ""육전"", ""가격"", ""친절"", ""단체"", ""바삭바삭""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
후후,한식,3.8,4,33,냠,2025-08-02,5.0,1.8,1.0,"후기에 혼술 가능하다고 해서 뜨끈한 오뎅에 소주 한 잔 하고 싶어서 방문했습니다.근데 바에 앉으면 소주는 주문 불가, 일... 더보기",0.7000389099121094,1,0,0.0526315789473684,0.0,1,0,74,1.8,5.0,0.0,0,0.0,False,,0.0850622444352466,0,"[""오뎅 맛있"", ""떡볶이 맛있"", ""국물 맛있""]","[""맛있"", ""오뎅"", ""인하대"", ""분위기"", ""어묵"", ""사장"", ""국물"", ""육전"", ""가격"", ""친절"", ""단체"", ""바삭바삭""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
후후,한식,3.8,4,33,이재섭,2024-09-11,3.0,5.0,5.0,일단 메뉴도 메뉸데 맛이 말도 안됩니다. 가게가 좀 숨겨져 있어서 너무 아쉽습니다 사장님도 너무 친절하시고 맛있었습니다!!! 재방문 꼭 하도록 하겠습니당 ㅎㅎ ,0.5599222779273987,3,2,0.1428571428571428,0.0952380952380952,1,1,89,5.0,3.0,0.0,0,-1.0,False,,0.0863920670190254,0,"[""오뎅 맛있"", ""떡볶이 맛있"", ""국물 맛있""]","[""맛있"", ""오뎅"", ""인하대"", ""분위기"", ""어묵"", ""사장"", ""국물"", ""육전"", ""가격"", ""친절"", ""단체"", ""바삭바삭""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
후후,한식,3.8,4,33,??,2024-07-20,21.0,4.4,5.0,안주 굿! 술도 굿! 친구 생파 했는데 서비스도 많이 주시고 친절하세요?? 주접집 있을 때보다 더 트여있고 자리가 넓어서 좋아요~일단 국물떡볶이 국물맛이 너무 맛도리 술안주라 바닥 보일... 더보기,0.5442194938659668,1,0,0.037037037037037,0.0,1,0,110,4.9,19.0,0.0036956260768984,0,-1.0,False,,0.085964009141929,0,"[""오뎅 맛있"", ""떡볶이 맛있"", ""국물 맛있""]","[""맛있"", ""오뎅"", ""인하대"", ""분위기"", ""어묵"", ""사장"", ""국물"", ""육전"", ""가격"", ""친절"", ""단체"", ""바삭바삭""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
동궁찜닭 인하대점,닭요리,5.0,3,0,ㅅㅇ,2025-01-22,313.0,3.6,5.0,최근에 배달어플로 먹어보았는데 맛있어요서비스랑 위생은 직접 겪어본건 아니라서 판단불가 ,0.5027427077293396,0,0,0.0,0.0,0,0,48,3.6,313.0,0.0,0,-1.0,False,,0.0836912331339922,0,"[""우동 맛있"", ""김치 맛있""]","[""맛있"", ""만두"", ""맛나"", ""매콤"", ""양이"", ""저녁"", ""우동"", ""김치"", ""아이들"", ""친절"", ""양도""]",5,"[""닭갈비 맛있"", ""에이드 맛있"", ""떡볶이 맛있""]","[""맛있"", ""친절"", ""닭갈비"", ""가격"", ""사장"", ""양도"", ""인하대"", ""맛나"", ""저렴"", ""에이드"", ""푸짐"", ""직원""]"
동궁찜닭 인하대점,닭요리,5.0,3,0,찍먹이쥬,2024-02-18,23.0,3.6,5.0,음식 고를 때 가성비 중요하게 생각하고 위생이나 친절 많이 생각하는데 여기는 그냥 찜닭집들 중 가장... 더보기,0.7904926538467407,1,1,0.0625,0.0625,1,1,62,3.6,23.0,0.0335353535353535,0,0.0,True,,0.0844764797230971,0,"[""우동 맛있"", ""김치 맛있""]","[""맛있"", ""만두"", ""맛나"", ""매콤"", ""양이"", ""저녁"", ""우동"", ""김치"", ""아이들"", ""친절"", ""양도""]",5,"[""닭갈비 맛있"", ""에이드 맛있"", ""떡볶이 맛있""]","[""맛있"", ""친절"", ""닭갈비"", ""가격"", ""사장"", ""양도"", ""인하대"", ""맛나"", ""저렴"", ""에이드"", ""푸짐"", ""직원""]"
동궁찜닭 인하대점,닭요리,5.0,3,0,평가원,2021-10-12,487.0,4.2,5.0,개지림 ㄷ ㄷ 당면 진짜 맛있고두찜 요즘에 유행이던데 동궁이 이김 ㅅㄱ ,0.5222952365875244,0,0,0.0,0.0,0,0,40,4.2,487.0,0.0123148148148148,0,-1.0,False,,0.0851159723919258,0,"[""우동 맛있"", ""김치 맛있""]","[""맛있"", ""만두"", ""맛나"", ""매콤"", ""양이"", ""저녁"", ""우동"", ""김치"", ""아이들"", ""친절"", ""양도""]",5,"[""닭갈비 맛있"", ""에이드 맛있"", ""떡볶이 맛있""]","[""맛있"", ""친절"", ""닭갈비"", ""가격"", ""사장"", ""양도"", ""인하대"", ""맛나"", ""저렴"", ""에이드"", ""푸짐"", ""직원""]"
운반미,베트남음식,4.9,10,0,DeungBo,2025-10-14,2.0,5.0,5.0,맛있어요 ,0.5,0,0,0.0,0.0,0,0,5,5.0,2.0,0.0,0,-1.0,False,,0.1184578476295221,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,gogogo,2025-05-06,84.0,4.3,5.0,고기를 좋아해서 오리지널 반미는 기대 안 했는데 진짜 맛있었어요!!! 매운맛으로 사길 잘 한 것 같아요~ 반미 맛있는 곳 찾기 힘든데 반미 맛집 발견해서 너무 좋네요! ,0.5077803134918213,0,1,0.0,0.04,0,1,94,4.3,84.0,0.0,0,0.0,True,,0.0840156974655248,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,느낌 가는 대로,2025-02-27,71.0,4.8,5.0,메뉴 : 매운쌀국수배달로 우연히 먹게 됐는데 인하대에 이런 곳이 있는 걸 왜 지금 안 거죠? 베트남에 가 본 적은 없지만 현지에서 먹는... 더보기,0.5151422023773193,1,1,0.0434782608695652,0.0434782608695652,1,1,82,4.8,71.0,0.0200483943111257,0,0.0,True,,0.0855045827062131,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,여행가,2024-12-04,20.0,4.8,5.0,반미를 처음 테이크아웃으로 사봤는데 따끈따끈하게 데워주세요. 먹어봤더니 속이 아주 편해지는 맛이더라구요. 빵인데도 속이 편해서 놀랐어요. 아주 건강한 느낌이에요.자주 찾을 거 같네요. ,0.5112770795822144,0,1,0.0,0.0476190476190476,0,1,103,4.8,20.0,0.0,0,-1.0,False,,0.0846156244465776,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,tthao 타오,2024-08-01,1.0,5.0,5.0,Bun bo hu? ngon ngon 사장님 ~~~ 넘 맛있어요 ,0.5083664655685425,0,0,0.0,0.0,0,0,36,5.0,1.0,0.0,0,-1.0,False,,0.1013199946092391,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,gastronomie,2024-07-31,98.0,3.8,4.0,반미 먹어봤어요. 사이즈 많이 커요. 베트남 식당에서 나던 특유의 향(?)이 여기에서도 나네요~ 맛도 나쁘지 않았습니다. 베트... 더보기,0.7733785510063171,0,1,0.0,0.0588235294117647,0,1,77,3.8,98.0,0.0149455926659381,0,-1.0,False,,0.082788986989421,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,오정석,2024-07-08,2.0,5.0,5.0,맛잇보 주차도 편하고저렴하고 친절합니다!!최고 ,0.5019733905792236,1,0,0.25,0.0,1,0,26,5.0,2.0,0.0,0,-1.0,False,,0.4504351965312801,1,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,얌얌,2024-07-07,115.0,4.4,5.0,베트남분들이 하시는데 반미 맛있어요 빵이 예술  ,0.5089166164398193,0,0,0.0,0.0,0,0,27,4.4,115.0,0.0,0,0.0,True,0.0,0.0925218794262282,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,원기연,2024-07-04,1.0,5.0,5.0,매장이 깔끔하고 좋아요~사장님 센스도 있으시고 반미 맛있어서 포장해서 직원들과 잘 먹었어요~소스랑 고수따로 주셔서 고수안좋아하는 분들도 잘먹었어요 ,0.5056161284446716,1,0,0.0625,0.0,1,0,82,5.0,1.0,0.0,0,-1.0,False,,0.0953680157564637,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
운반미,베트남음식,4.9,10,0,whry2,2024-06-29,3.0,5.0,5.0,베트남 음식 잘 못 먹는데 여긴 너무 맛있어요!! ,0.5852888822555542,0,1,0.0,0.125,0,1,28,5.0,3.0,0.0,0,-1.0,False,,0.1356884846996479,0,"[""쌀국수 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""쌀국수"", ""가격"", ""맛나"", ""고기"", ""양파"", ""양도"", ""주스"", ""담백"", ""쫄깃"", ""소고기"", ""숙주""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
스톡홀름 샐러드,샐러드,5.0,9,24,BlueHat,2025-02-12,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.0856261152838083,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,냠냠쩝,2024-04-25,478.0,3.5,5.0,정말 좋아요! 마라탕집처럼 무게당으로 계산하는 샐러드집이에요.야채 신선하고 닭가슴살 맛있고 소스도 좋아요 대성하셔서 분점 많이 내주세요 ,0.5063708424568176,0,0,0.0,0.0,0,0,76,3.5,478.0,0.0,0,0.0,True,0.0,0.0841407314741244,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,안영훈,2024-02-05,15.0,4.7,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.7,15.0,0.1666666666666666,0,-1.0,False,,0.0841823466907306,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,크크크,2023-09-09,49.0,4.9,5.0,맛있네요 닭가슴살이 퍽퍽하지않아서 조아영~ ,0.5189266204833984,0,0,0.0,0.0,0,0,24,4.9,49.0,0.0,0,-1.0,False,,0.1007410392386626,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,진짜 맘에 드는 곳만 리뷰쓰는 사람,2023-06-23,7.0,5.0,5.0,혼밥하기도 좋고 양도 내가 원하는 만큼 덜어먹을 수 있어서 너무 좋아요! 무엇보다도 직원분들이 항상 친절하시고 메뉴들이 다 맛있어요 ㅜㅜ메뉴를 인스타로 확인하고 갈 ... 더보기,0.5051315426826477,3,1,0.125,0.0416666666666666,1,1,99,5.0,7.0,0.0454545454545454,0,0.0,True,,0.0915885178013851,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,콩콩,2023-05-03,90.0,4.8,5.0,뷔폐식 샐러드 가게는 처음인데 양조절하기 너무 좋고 가격도 적당해서 자주 올 거 같아요 ,0.5109719038009644,0,0,0.0,0.0,0,0,49,4.8,90.0,0.0,0,-1.0,False,,0.0851568934275013,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,슘,2022-10-12,1.0,5.0,5.0,진짜 맛있어요ㅠㅠ 샐러드는 맛없다는 편견을 버리세요...!!! 여긴 너무 맛있어서 자꾸 생각납니당 사장님도 너무 친절하시고 가격도 괜찮아요 추천합니당 ,0.5191378593444824,1,0,0.0588235294117647,0.0,1,0,84,5.0,1.0,0.0,0,-1.0,False,,0.091748332818505,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,9더하기9는뀨,2022-08-01,191.0,4.9,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.9,191.0,0.0,0,-1.0,False,,0.0856950273360755,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
스톡홀름 샐러드,샐러드,5.0,9,24,진진,2021-12-13,4.0,5.0,5.0,진짜 맛있음 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 사장님 짱친절 ㅠㅜㅜㅜㅜㅜㅜ ,0.5031614899635315,1,0,0.1666666666666666,0.0,1,0,34,5.0,4.0,0.0,0,-1.0,False,,0.1660665883845797,0,"[""샐러드 맛있"", ""맛있 샐러드"", ""맛있 야채""]","[""맛있"", ""샐러드"", ""신선"", ""친절"", ""사장"", ""가격"", ""깔끔"", ""직원"", ""오리"", ""채소"", ""자리"", ""천원""]",1,"[""샌드위치 맛있"", ""샐러드 맛있"", ""초밥 맛있""]","[""맛있"", ""친절"", ""신선"", ""사장"", ""샌드위치"", ""샐러드"", ""깔끔"", ""양도"", ""인하대"", ""초밥"", ""가격"", ""연어""]"
하이볼마또,일식집,5.0,2,66,정민기,2025-07-12,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,1.0,0,-1.0,False,,0.102540892803531,0,"[""연어 맛있"", ""오뎅 맛있"", ""맛있 연어""]","[""맛있"", ""인하대"", ""분위기"", ""연어"", ""친절"", ""친구"", ""오뎅"", ""직원"", ""노래"", ""소바"", ""양도"", ""사장""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
하이볼마또,일식집,5.0,2,66,하프르,2024-08-04,2.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,2.0,0.3333333333333333,0,-1.0,False,,0.1012802999043514,0,"[""연어 맛있"", ""오뎅 맛있"", ""맛있 연어""]","[""맛있"", ""인하대"", ""분위기"", ""연어"", ""친절"", ""친구"", ""오뎅"", ""직원"", ""노래"", ""소바"", ""양도"", ""사장""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
타슈켄트,간식,5.0,3,21,Nuriddinshoh,2025-08-06,11.0,3.2,5.0,Good  ,0.5,0,0,0.0,0.0,0,0,6,3.2,11.0,0.0,0,-1.0,False,,0.0851731987953941,0,"[""인하대 고기"", ""고기 맛있"", ""맛있 고기""]","[""맛있"", ""인하대"", ""사장"", ""친절"", ""고기"", ""육개장"", ""샌드위치"", ""직원"", ""혼자"", ""친구"", ""바삭"", ""동네""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
타슈켄트,간식,5.0,3,21,BlueHat,2025-02-02,110.0,4.8,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.8,110.0,0.7006666666666667,0,-1.0,False,,0.0856261152838083,0,"[""인하대 고기"", ""고기 맛있"", ""맛있 고기""]","[""맛있"", ""인하대"", ""사장"", ""친절"", ""고기"", ""육개장"", ""샌드위치"", ""직원"", ""혼자"", ""친구"", ""바삭"", ""동네""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
