가게이름,카테고리,전체평점,평점건수,리뷰수,리뷰작성자,리뷰작성일,작성자리뷰작성수,작성자평균평점,리뷰평점,리뷰내용,X3_Sentiment,X1_Organic_Count,X2_Ad_Count,X1_Organic_Ratio,X2_Ad_Ratio,X1_Organic_Flag,X2_Ad_Flag,X4_Specificity,X5_rating_mean,X6_review_num,X7_content_sim,X8_Is_Viral,label,is_StrongLabeled,validated_label,ad_prob,ad_pred,store_bigrams,store_unigrams,cluster_id,group_bigrams,group_unigrams
세구네술집,술집,5.0,1,0,유민,2024-02-14,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,0.0,0,-1.0,False,,0.1112915520607085,0,"[""맛있 삼겹살"", ""갈비 맛있""]","[""맛있"", ""사장"", ""분위기"", ""친절"", ""양이"", ""양도"", ""김치찌개"", ""서비스"", ""조용"", ""노래"", ""인하대"", ""가격""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
라향각마라탕 인하대점,중국요리,4.3,6,0,양고기,2023-04-07,5.0,4.4,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.4,5.0,0.0,0,-1.0,False,,0.0945204687609629,0,"[""고기 양이"", ""맛있 국물"", ""맛있 고기""]","[""맛있"", ""인하대"", ""친절"", ""국물"", ""테이블"", ""고기"", ""양이"", ""해물"", ""사장"", ""직원"", ""매콤"", ""새우""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
라향각마라탕 인하대점,중국요리,4.3,6,0,???,2022-06-09,6.0,4.3,4.0,나쁘진 않은데 내 입맛엔 영 안맞는듯 ,0.8128005266189575,0,1,0.0,0.1666666666666666,0,1,21,4.3,6.0,0.0,0,-1.0,False,,0.4510540290425015,1,"[""고기 양이"", ""맛있 국물"", ""맛있 고기""]","[""맛있"", ""인하대"", ""친절"", ""국물"", ""테이블"", ""고기"", ""양이"", ""해물"", ""사장"", ""직원"", ""매콤"", ""새우""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
라향각마라탕 인하대점,중국요리,4.3,6,0,ams,2021-06-28,53.0,4.9,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.9,53.0,0.5,0,-1.0,False,,0.0841218928641481,0,"[""고기 양이"", ""맛있 국물"", ""맛있 고기""]","[""맛있"", ""인하대"", ""친절"", ""국물"", ""테이블"", ""고기"", ""양이"", ""해물"", ""사장"", ""직원"", ""매콤"", ""새우""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
라향각마라탕 인하대점,중국요리,4.3,6,0,맛집 감별사,2020-04-25,50.0,4.2,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.2,50.0,0.0,0,-1.0,False,,0.0840909395096985,0,"[""고기 양이"", ""맛있 국물"", ""맛있 고기""]","[""맛있"", ""인하대"", ""친절"", ""국물"", ""테이블"", ""고기"", ""양이"", ""해물"", ""사장"", ""직원"", ""매콤"", ""새우""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
라향각마라탕 인하대점,중국요리,4.3,6,0,ㅇㅅㅇ,2020-02-22,116.0,3.3,2.0,맛없음 ,0.5,0,0,0.0,0.0,0,0,4,3.3,116.0,0.0,0,0.0,False,,0.082880158193972,0,"[""고기 양이"", ""맛있 국물"", ""맛있 고기""]","[""맛있"", ""인하대"", ""친절"", ""국물"", ""테이블"", ""고기"", ""양이"", ""해물"", ""사장"", ""직원"", ""매콤"", ""새우""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
라향각마라탕 인하대점,중국요리,4.3,6,0,ㅋㅎㅎ,2019-11-22,381.0,4.3,5.0,그나마 인하대에선.. ,0.7361007332801819,0,0,0.0,0.0,0,0,12,4.3,381.0,0.0681318681318681,0,-1.0,False,,0.0839747465513349,0,"[""고기 양이"", ""맛있 국물"", ""맛있 고기""]","[""맛있"", ""인하대"", ""친절"", ""국물"", ""테이블"", ""고기"", ""양이"", ""해물"", ""사장"", ""직원"", ""매콤"", ""새우""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
짝노패밀리,음식점,4.5,2,0,수댕이??,2025-07-07,88.0,4.0,5.0,지하라서 분위기가 어두우면서 차분하고 조용해서 데이트하기 좋았어요! 안주도 너무맛있어요????가격까지 착해서 많이 ... 더보기,0.5947562456130981,0,0,0.0,0.0,0,0,71,4.0,88.0,0.0294117647058823,0,-1.0,False,,0.0834010999105821,0,"[""육회 맛있"", ""인하대 분위기""]","[""인하대"", ""육회"", ""맛있"", ""분위기"", ""계란"", ""사장"", ""순두부찌개"", ""저렴"", ""신선"", ""계란찜"", ""가격"", ""혜자""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
짝노패밀리,음식점,4.5,2,0,3점평범4점맛있5점최고,2022-02-24,518.0,3.8,4.0,좋아하는 건어물 안주 집 ,0.7489948868751526,0,0,0.0,0.0,0,0,14,3.8,518.0,0.0176349890776768,0,-1.0,False,,0.0823590579954645,0,"[""육회 맛있"", ""인하대 분위기""]","[""인하대"", ""육회"", ""맛있"", ""분위기"", ""계란"", ""사장"", ""순두부찌개"", ""저렴"", ""신선"", ""계란찜"", ""가격"", ""혜자""]",0,"[""쌀국수 맛있"", ""전골 맛있"", ""맛있 쌀국수""]","[""맛있"", ""분위기"", ""인하대"", ""친절"", ""사장"", ""쌀국수"", ""친구"", ""양도"", ""전골"", ""직원"", ""가격"", ""국물""]"
제철홍어무침꽃게장,"해물,생선",5.0,2,0,비비비,2023-11-03,37.0,4.6,5.0,정말 맛있었어요!! 원래 각 주문에 2인이상인거 같은데 문 열자마자 가서 양념 간장 하나씩 되냐고 하니 안 바쁘니 해주신다고 해주셨네요 ㅠ암꽃... 더보기,0.5187450051307678,2,0,0.0952380952380952,0.0,1,0,86,4.6,37.0,0.0114942528735632,0,-1.0,False,,0.0837591744902102,0,"[""반찬 맛있"", ""맛있 고기"", ""고기 맛있""]","[""게장"", ""맛있"", ""무침"", ""반찬"", ""꽃게"", ""사장"", ""친절"", ""신선"", ""깔끔"", ""가격"", ""테이블"", ""고기""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
제철홍어무침꽃게장,"해물,생선",5.0,2,0,또다시사랑,2022-04-06,33.0,3.8,5.0,사진? 뭣이 중헌디~~~인천에서 이집... 더보기,0.5915833115577698,0,0,0.0,0.0,0,0,27,3.8,33.0,0.0,0,-1.0,False,,0.084762818198653,0,"[""반찬 맛있"", ""맛있 고기"", ""고기 맛있""]","[""게장"", ""맛있"", ""무침"", ""반찬"", ""꽃게"", ""사장"", ""친절"", ""신선"", ""깔끔"", ""가격"", ""테이블"", ""고기""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
인하 정일품,한식,5.0,2,0,마타누이,2025-09-12,63.0,4.6,5.0,"가격이 정말 착하고 음식도 맛있는 곳입니다. 제육볶음, 보쌈, 갈비, 김치찌개 등 다양한 한식 메뉴들을 골라 먹을 수 있어서 아주 좋습니다. ",0.5024852752685547,1,2,0.05,0.1,1,1,79,4.6,63.0,0.0616162488298779,0,-1.0,False,,0.0833068638423301,0,"[""쫄면 맛있"", ""반찬 맛있"", ""고기 신선""]","[""맛있"", ""반찬"", ""고기"", ""목살"", ""푸짐"", ""신선"", ""깔끔"", ""양도"", ""든든"", ""친구"", ""쫄면"", ""소고기""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
인하 정일품,한식,5.0,2,0,의진,2023-09-10,32.0,4.1,5.0,1티어 김볶밥 ,0.5,0,0,0.0,0.0,0,0,8,4.1,32.0,0.25,0,-1.0,False,,0.0830322774837424,0,"[""쫄면 맛있"", ""반찬 맛있"", ""고기 신선""]","[""맛있"", ""반찬"", ""고기"", ""목살"", ""푸짐"", ""신선"", ""깔끔"", ""양도"", ""든든"", ""친구"", ""쫄면"", ""소고기""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
감탄떡볶이 인하대점,떡볶이,5.0,4,0,기어다니는 치타,2025-03-30,8.0,5.0,5.0,1인세트 좋아요 ,0.5,0,0,0.0,0.0,0,0,9,5.0,8.0,0.0,0,-1.0,False,,0.1237777633206389,0,"[""떡볶이 맛있"", ""맛있 떡볶이"", ""국물 맛있""]","[""맛있"", ""떡볶이"", ""친절"", ""순대"", ""깔끔"", ""맛나"", ""국물"", ""사장"", ""바삭"", ""분식"", ""테이블"", ""김밥""]",4,"[""떡볶이 맛있"", ""쫄면 맛있"", ""맛있 떡볶이""]","[""맛있"", ""떡볶이"", ""쫄면"", ""친절"", ""가격"", ""국물"", ""양도"", ""인하대"", ""맛나"", ""사장"", ""저렴"", ""쫄깃""]"
감탄떡볶이 인하대점,떡볶이,5.0,4,0,hd,2021-10-10,374.0,4.3,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,4.3,374.0,0.0,0,-1.0,False,,0.0845066830609294,0,"[""떡볶이 맛있"", ""맛있 떡볶이"", ""국물 맛있""]","[""맛있"", ""떡볶이"", ""친절"", ""순대"", ""깔끔"", ""맛나"", ""국물"", ""사장"", ""바삭"", ""분식"", ""테이블"", ""김밥""]",4,"[""떡볶이 맛있"", ""쫄면 맛있"", ""맛있 떡볶이""]","[""맛있"", ""떡볶이"", ""쫄면"", ""친절"", ""가격"", ""국물"", ""양도"", ""인하대"", ""맛나"", ""사장"", ""저렴"", ""쫄깃""]"
감탄떡볶이 인하대점,떡볶이,5.0,4,0,^^,2020-04-24,1.0,5.0,5.0,최고의 맛집! 떡볶이는 물론이고 튀김 어묵 순대 허브탕수육 어떤 메뉴를 시켜도 JMTGR 사장님도 정말정말 친절하시고 깨끗한 최고의 맛집! 추천합니다!! ,0.5019550919532776,2,1,0.1052631578947368,0.0526315789473684,1,1,86,5.0,1.0,0.0,0,0.0,True,,0.0938676468910235,0,"[""떡볶이 맛있"", ""맛있 떡볶이"", ""국물 맛있""]","[""맛있"", ""떡볶이"", ""친절"", ""순대"", ""깔끔"", ""맛나"", ""국물"", ""사장"", ""바삭"", ""분식"", ""테이블"", ""김밥""]",4,"[""떡볶이 맛있"", ""쫄면 맛있"", ""맛있 떡볶이""]","[""맛있"", ""떡볶이"", ""쫄면"", ""친절"", ""가격"", ""국물"", ""양도"", ""인하대"", ""맛나"", ""사장"", ""저렴"", ""쫄깃""]"
감탄떡볶이 인하대점,떡볶이,5.0,4,0,허니캐럿,2020-01-19,24.0,3.5,5.0,인생맛집 ,0.5,0,0,0.0,0.0,0,0,5,3.5,24.0,0.0,0,-1.0,False,,0.0829582422651366,0,"[""떡볶이 맛있"", ""맛있 떡볶이"", ""국물 맛있""]","[""맛있"", ""떡볶이"", ""친절"", ""순대"", ""깔끔"", ""맛나"", ""국물"", ""사장"", ""바삭"", ""분식"", ""테이블"", ""김밥""]",4,"[""떡볶이 맛있"", ""쫄면 맛있"", ""맛있 떡볶이""]","[""맛있"", ""떡볶이"", ""쫄면"", ""친절"", ""가격"", ""국물"", ""양도"", ""인하대"", ""맛나"", ""사장"", ""저렴"", ""쫄깃""]"
삼삼오오,한식,4.3,4,0,찍먹이쥬,2024-02-18,23.0,3.6,5.0,어릴 때 자주 가던 집인데 가성비는 개 지리면서도 맛도 괜찮음  ,0.5068691968917847,0,0,0.0,0.0,0,0,36,3.6,23.0,0.0335353535353535,0,-1.0,False,,0.0848306604596136,0,"[""떡볶이 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""떡볶이"", ""인하대"", ""반찬"", ""고기"", ""김치찌개"", ""점심"", ""가격"", ""해장국"", ""양도"", ""만원"", ""국물""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
삼삼오오,한식,4.3,4,0,느낌 가는 대로,2023-04-03,71.0,4.8,5.0,치킨불고기는 집에서 닭가슴살로 만든 찜닭 느낌이고 돌솥비빔밥도 무난했어요. 제육볶음이 제일 괜찮은 것 같아요. 떡볶이 되게 신기한 맛인데 은근 중독성 있어요. 가격은 6500~7000원입니다. ,0.5123802423477173,0,1,0.0,0.0454545454545454,0,1,108,4.8,71.0,0.0200483943111257,0,-1.0,False,,0.0852960994021052,0,"[""떡볶이 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""떡볶이"", ""인하대"", ""반찬"", ""고기"", ""김치찌개"", ""점심"", ""가격"", ""해장국"", ""양도"", ""만원"", ""국물""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
삼삼오오,한식,4.3,4,0,Leo,2022-11-01,2.0,4.5,4.0,몇시까지 운영하십니까? ,0.3716659545898437,0,0,0.0,0.0,0,0,13,4.5,2.0,0.0,0,-1.0,False,,0.0967851022099816,0,"[""떡볶이 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""떡볶이"", ""인하대"", ""반찬"", ""고기"", ""김치찌개"", ""점심"", ""가격"", ""해장국"", ""양도"", ""만원"", ""국물""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
삼삼오오,한식,4.3,4,0,퉁그리,2021-11-19,391.0,3.9,3.0,한끼떼우기에 적절 ,0.5,0,0,0.0,0.0,0,0,10,3.9,391.0,0.0197786732371712,0,0.0,False,,0.0822860013158757,0,"[""떡볶이 맛있"", ""맛있 고기"", ""고기 맛있""]","[""맛있"", ""떡볶이"", ""인하대"", ""반찬"", ""고기"", ""김치찌개"", ""점심"", ""가격"", ""해장국"", ""양도"", ""만원"", ""국물""]",9,"[""반찬 맛있"", ""맛있 반찬"", ""된장찌개 맛있""]","[""맛있"", ""친절"", ""인하대"", ""가격"", ""양도"", ""반찬"", ""깔끔"", ""우동"", ""사장"", ""게장"", ""저렴"", ""덮밥""]"
하얀 감자탕,감자탕,3.8,8,0,오성빈,2025-10-19,3.0,2.3,2.0,간이 거의 평생 소금 안 먹고 산 사람들을 위한 맛?우거지 해장... 더보기,0.6078085899353027,0,0,0.0,0.0,0,0,42,2.3,3.0,0.0,0,0.0,False,,0.0864529816154279,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,유정??,2025-08-05,3.0,3.7,5.0,"여기는 진짜 진짜 맛집임사장님이 홍보를 덜하셔서 그렇지 진짜 맛있고 재료도 좋은거 쓰시는거 느껴지고, 가격도 저렴함 ㅋㅋㅋ ",0.5115077495574951,0,0,0.0,0.0,0,0,69,3.7,3.0,0.0,0,-1.0,False,,0.0844093056137626,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,현석,2025-05-03,2.0,3.0,5.0,우마이데쓰요 ,0.5,0,0,0.0,0.0,0,0,7,3.0,2.0,0.0,0,-1.0,False,,0.0847767627810589,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,정규서,2025-04-26,7.0,5.0,5.0,고기 양도 많이 주시고 맛있음 ,0.5054057240486145,0,0,0.0,0.0,0,0,17,5.0,7.0,0.0,0,-1.0,False,,0.1320204087295125,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,정픽,2024-10-28,608.0,4.2,5.0,맛있는데~~ ,0.5,0,0,0.0,0.0,0,0,7,4.2,608.0,0.0,0,-1.0,False,,0.0842977416662725,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,Choi,2024-10-03,2.0,5.0,5.0,"자극적이고 짠 국밥에 익숙하신 분들은 안 맞을 수도 있을 것 같긴 한데, 저는 담백하니 맛있어서 매번 잘 먹고 옵니다.뭔가... 건강 생각해서 ... 더보기",0.8516345620155334,0,0,0.0,0.0,0,0,87,5.0,2.0,0.0,0,0.0,True,0.0,0.0922954264038042,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,라도스메가쿠,2024-06-14,4.0,2.0,1.0,우거지 해장국 시켰는데 우거지 맛이 이상하다. 분명 짭짤하면서 감칠맛이 나야 하는데 시큼한 맛이 난다.국물이 너무 싱겁고 고기에 간이 ... 더보기,0.4183273315429687,0,1,0.0,0.05,0,1,82,2.0,4.0,0.0,0,0.0,False,,0.0852603746986639,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
하얀 감자탕,감자탕,3.8,8,0,고메릴라(@gourmet_rilla),2023-03-27,82.0,3.8,2.0,ㅠ.. ,0.5,0,0,0.0,0.0,0,0,4,3.8,82.0,0.0,0,0.0,False,,0.0824709878444609,0,"[""밑반찬 맛있"", ""국물 맛있"", ""맛있 반찬""]","[""감자전"", ""맛있"", ""고기"", ""국물"", ""사장"", ""친절"", ""밑반찬"", ""반찬"", ""깔끔"", ""해장국"", ""용현동"", ""야채""]",11,"[""해장국 맛있"", ""고기 부드럽"", ""맛있 김치""]","[""맛있"", ""해장국"", ""친절"", ""국물"", ""고기"", ""인하대"", ""얼큰"", ""직원"", ""사장"", ""깔끔"", ""양도"", ""감자전""]"
스며듦 튀김수육,분식,5.0,2,0,ㆍ,2024-11-10,7.0,4.6,5.0,"수육튀김 맛있어요^^먹기전 사진 찍었어야는데, 먹어봐야 아니까 ㅋ ",0.7126210331916809,0,0,0.0,0.0,0,0,37,4.6,7.0,0.0,0,-1.0,False,,0.1004559231047118,0,"[""된장찌개 맛있"", ""계란 맛있"", ""맛있 고기""]","[""맛있"", ""사장"", ""친절"", ""순두부"", ""순두부찌개"", ""서비스"", ""고기"", ""깔끔"", ""느끼"", ""바삭"", ""분위기"", ""아이""]",2,"[""곱창 맛있"", ""맛있 곱창"", ""인하대 곱창""]","[""맛있"", ""곱창"", ""인하대"", ""친절"", ""사장"", ""김치"", ""국수"", ""돼지"", ""양도"", ""가격"", ""쫄깃"", ""서비스""]"
스며듦 튀김수육,분식,5.0,2,0,..,2024-02-28,1.0,5.0,5.0,수육튀김 먹고싶어서 찾다가 방문 하게 되었습니다~! 비계랑 살코기가 적당하면서 육즙도 쫙 나오는게 완전 맛집입니덯ㅎㅎ????  ,0.5211398005485535,0,0,0.0,0.0,0,0,71,5.0,1.0,0.0,0,-1.0,False,,0.0883216846616176,0,"[""된장찌개 맛있"", ""계란 맛있"", ""맛있 고기""]","[""맛있"", ""사장"", ""친절"", ""순두부"", ""순두부찌개"", ""서비스"", ""고기"", ""깔끔"", ""느끼"", ""바삭"", ""분위기"", ""아이""]",2,"[""곱창 맛있"", ""맛있 곱창"", ""인하대 곱창""]","[""맛있"", ""곱창"", ""인하대"", ""친절"", ""사장"", ""김치"", ""국수"", ""돼지"", ""양도"", ""가격"", ""쫄깃"", ""서비스""]"
수꼬치,일본식주점,4.7,6,0,ㅇㅇ,2024-08-01,139.0,3.9,5.0,크림짬뽕 ,0.5,0,0,0.0,0.0,0,0,5,3.9,139.0,0.0144230769230769,0,-1.0,False,,0.0823855276899711,0,"[""파스타 맛있"", ""맛있 짬뽕""]","[""맛있"", ""가격"", ""짬뽕"", ""사장"", ""친절"", ""서비스"", ""새우"", ""직원"", ""매콤"", ""파스타"", ""남편""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
수꼬치,일본식주점,4.7,6,0,3점평범4점맛있5점최고,2022-02-24,518.0,3.8,4.0,꼬치 맛있어요 ,0.5,0,0,0.0,0.0,0,0,8,3.8,518.0,0.0176349890776768,0,-1.0,False,,0.0823590579954645,0,"[""파스타 맛있"", ""맛있 짬뽕""]","[""맛있"", ""가격"", ""짬뽕"", ""사장"", ""친절"", ""서비스"", ""새우"", ""직원"", ""매콤"", ""파스타"", ""남편""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
수꼬치,일본식주점,4.7,6,0,su,2021-11-01,1.0,5.0,5.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,5.0,1.0,0.0,0,-1.0,False,,0.1112915520607085,0,"[""파스타 맛있"", ""맛있 짬뽕""]","[""맛있"", ""가격"", ""짬뽕"", ""사장"", ""친절"", ""서비스"", ""새우"", ""직원"", ""매콤"", ""파스타"", ""남편""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
수꼬치,일본식주점,4.7,6,0,Jamonit,2021-05-22,49.0,3.8,4.0,내용없음,0.5,0,0,0.0,0.0,0,0,4,3.8,49.0,0.0,0,-1.0,False,,0.082475291243129,0,"[""파스타 맛있"", ""맛있 짬뽕""]","[""맛있"", ""가격"", ""짬뽕"", ""사장"", ""친절"", ""서비스"", ""새우"", ""직원"", ""매콤"", ""파스타"", ""남편""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
수꼬치,일본식주점,4.7,6,0,je23586,2020-10-31,43.0,4.4,5.0,모둠꼬치랑 연어사시미 조개탕 존맛탱ㅠㅠ ,0.5852819085121155,0,0,0.0,0.0,0,0,22,4.4,43.0,0.05,0,-1.0,False,,0.0899649368911761,0,"[""파스타 맛있"", ""맛있 짬뽕""]","[""맛있"", ""가격"", ""짬뽕"", ""사장"", ""친절"", ""서비스"", ""새우"", ""직원"", ""매콤"", ""파스타"", ""남편""]",3,"[""라멘 맛있"", ""국물 맛있"", ""인하대 라멘""]","[""맛있"", ""친절"", ""라멘"", ""인하대"", ""사장"", ""국물"", ""깔끔"", ""고기"", ""신선"", ""양도"", ""직원"", ""가격""]"
