연월,종목명,종목코드,시장아이디,종가,최고가(종가),최저가(종가),표준편차,첨도,공왜도,베타,Amihud,Amivest,Zeros,거래량_합계,거래량_일평균,거래대금_합계,거래대금_일평균
"2017/12","아모레퍼시픽","090430","STK","304500","337000","298000","2.593497","3.965971","0.277607","1.950083","0.00003094","193715.5841","5.263158","3489833","183675","1110873479200","58467025221"
"2018/01","아모레퍼시픽","090430","STK","299500","313000","298000","1.728913","0.294272","0.225307","0.65822","0.000024599","205603.1993","9.090909","3651358","165971","1116933915290","50769723422"
"2018/02","아모레퍼시픽","090430","STK","281500","302000","271500","2.686266","2.130201","0.213418","1.155694","0.000040254","236161.6986","0","3049423","169412","879676844750","48870935819"
"2018/03","아모레퍼시픽","090430","STK","317000","317000","275500","1.97441","-0.990672","0.188673","1.176297","0.000030881","209588.8262","4.761905","3895948","185521","1162267030862","55346049089"
"2018/04","아모레퍼시픽","090430","STK","349000","349000","323500","2.337191","-0.717051","0.172946","1.233042","0.000032318","166197.9078","0","3784923","180234","1277993131908","60856815805"
"2018/05","아모레퍼시픽","090430","STK","332500","351500","322000","1.846876","-0.253276","0.184713","-0.137333","0.000030768","191726.4408","0","2920869","146043","985624012420","49281200621"
"2018/06","아모레퍼시픽","090430","STK","322500","340000","301000","2.09228","-0.402366","0.193112","0.757909","0.000034016","103968.2911","5.263158","3068431","161496","975328971122","51333103743"
"2018/07","아모레퍼시픽","090430","STK","267500","314500","264000","1.618281","-0.549126","0.20899","0.359179","0.000026905","181123.9569","9.090909","3855870","175267","1089972720378","49544214563"
"2018/08","아모레퍼시픽","090430","STK","263000","277000","255000","2.150177","0.616759","0.202342","1.838337","0.000043879","102385.329","4.545455","3108308","141287","827278484000","37603567455"
"2018/09","아모레퍼시픽","090430","STK","261000","268500","249000","1.655338","0.029155","0.391027","0.815711","0.000029768","178637.7215","5.882353","2661079","156534","686488662537","40381686032"
"2018/10","아모레퍼시픽","090430","STK","153000","269500","153000","4.688091","1.468586","-0.931411","1.977757","0.000048909","198470.4699","4.761905","7499232","357106","1483462055430","70641050259"
"2018/11","아모레퍼시픽","090430","STK","172500","175000","150000","3.608772","-0.865699","-0.922246","1.639468","0.00003733","246312.7325","9.090909","11333020","515137","1818016548000","82637115818"
"2018/12","아모레퍼시픽","090430","STK","209500","209500","161000","3.310879","-0.077164","-0.917502","2.192334","0.000041004","207984.3531","10.526316","6410278","337383","1198127284500","63059330763"
"2019/01","아모레퍼시픽","090430","STK","181500","194500","172500","2.512305","1.5388","-0.930774","0.642807","0.000033156","244218.3767","4.545455","6247886","283995","1142821150500","51946415932"
"2019/02","아모레퍼시픽","090430","STK","200000","206000","170000","2.886749","2.877083","-0.952693","1.578149","0.00003294","227681.4758","11.764706","4954870","291463","932726517788","54866265752"
